sale_row_id,invoice_id,transaction_date,transaction_time,branch,city,customer_type,gender,product_category,product_name,unit_price,quantity,discount_percent,tax_rate,cost_per_unit,payment_method,customer_rating
24710,INV-0063450,2025-11-26,21:52,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1343.79,10,0.00,14.00,913.24,"Mobile Wallet",7.70
24711,INV-0063451,2025-11-27,21:54,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1380.80,1,15.00,14.00,938.40,Cash,9.00
24712,INV-0063432,2025-11-08,21:10,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",677.61,2,10.00,14.00,460.36,"Credit Card",9.80
24713,INV-0063433,2025-11-09,21:13,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",714.62,3,5.00,14.00,485.52,"Debit Card",6.00
24714,INV-0063434,2025-11-10,21:15,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,751.63,4,0.00,14.00,510.68,"Mobile Wallet",7.30
24715,INV-0063435,2025-11-11,21:17,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",788.64,5,0.00,14.00,535.84,Cash,8.60
24716,INV-0063436,2025-11-12,21:20,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,825.65,6,15.00,14.00,561.00,"Credit Card",9.90
24717,INV-0063437,2025-11-13,21:22,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",862.66,7,10.00,14.00,586.16,"Debit Card",6.10
24718,INV-0063438,2025-11-14,21:24,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,899.67,8,5.00,14.00,611.32,"Mobile Wallet",7.40
24719,INV-0063439,2025-11-15,21:26,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,936.68,9,0.00,14.00,636.48,Cash,8.70
24720,INV-0063440,2025-11-16,21:29,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",973.69,10,0.00,14.00,661.64,"Credit Card",10.00
24721,INV-0063441,2025-11-17,21:31,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1010.70,1,15.00,14.00,686.80,"Debit Card",6.20
24722,INV-0063422,2025-10-29,20:48,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",307.51,2,10.00,14.00,208.76,"Mobile Wallet",7.00
24723,INV-0063423,2025-10-30,20:50,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",344.52,3,5.00,14.00,233.92,Cash,8.30
24724,INV-0063424,2025-10-31,20:52,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,381.53,4,0.00,14.00,259.08,"Credit Card",9.60
24725,INV-0063425,2025-11-01,20:54,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,418.54,5,0.00,14.00,284.24,"Debit Card",5.80
24726,INV-0063426,2025-11-02,20:57,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,455.55,6,15.00,14.00,309.40,"Mobile Wallet",7.10
24727,INV-0063427,2025-11-03,20:59,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",492.56,7,10.00,14.00,334.56,Cash,8.40
24728,INV-0063428,2025-11-04,21:01,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",529.57,8,5.00,14.00,359.72,"Credit Card",9.70
24729,INV-0063429,2025-11-05,21:04,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",566.58,9,0.00,14.00,384.88,"Debit Card",5.90
24730,INV-0063430,2025-11-06,21:06,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,603.59,10,0.00,14.00,410.04,"Mobile Wallet",7.20
24731,INV-0063431,2025-11-07,21:08,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",640.60,1,15.00,14.00,435.20,Cash,8.50
24732,INV-0063412,2025-10-19,20:25,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1917.41,2,10.00,14.00,1303.56,"Credit Card",9.30
24733,INV-0063413,2025-10-20,20:27,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1954.42,3,5.00,14.00,1328.72,"Debit Card",5.50
24734,INV-0063414,2025-10-21,20:29,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1991.43,4,0.00,14.00,1353.88,"Mobile Wallet",6.80
24735,INV-0063415,2025-10-22,20:32,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",48.44,5,0.00,14.00,32.64,Cash,8.10
24736,INV-0063416,2025-10-23,20:34,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,85.45,6,15.00,14.00,57.80,"Credit Card",9.40
24737,INV-0063417,2025-10-24,20:36,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",122.46,7,10.00,14.00,82.96,"Debit Card",5.60
24738,INV-0063418,2025-10-25,20:38,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,159.47,8,5.00,14.00,108.12,"Mobile Wallet",6.90
24739,INV-0063419,2025-10-26,20:41,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",196.48,9,0.00,14.00,133.28,Cash,8.20
24740,INV-0063420,2025-10-27,20:43,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,233.49,10,0.00,14.00,158.44,"Credit Card",9.50
24741,INV-0063421,2025-10-28,20:45,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,270.50,1,15.00,14.00,183.60,"Debit Card",5.70
24742,INV-0063402,2025-10-09,20:02,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1547.31,2,10.00,14.00,1051.96,"Mobile Wallet",6.50
24743,INV-0063403,2025-10-10,20:04,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1584.32,3,5.00,14.00,1077.12,Cash,7.80
24744,INV-0063404,2025-10-11,20:07,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1621.33,4,0.00,14.00,1102.28,"Credit Card",9.10
24745,INV-0063405,2025-10-12,20:09,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1658.34,5,0.00,14.00,1127.44,"Debit Card",5.30
24746,INV-0063406,2025-10-13,20:11,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1695.35,6,15.00,14.00,1152.60,"Mobile Wallet",6.60
24747,INV-0063407,2025-10-14,20:13,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1732.36,7,10.00,14.00,1177.76,Cash,7.90
24748,INV-0063408,2025-10-15,20:16,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1769.37,8,5.00,14.00,1202.92,"Credit Card",9.20
24749,INV-0063409,2025-10-16,20:18,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1806.38,9,0.00,14.00,1228.08,"Debit Card",5.40
24750,INV-0063410,2025-10-17,20:20,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1843.39,10,0.00,14.00,1253.24,"Mobile Wallet",6.70
24751,INV-0063411,2025-10-18,20:23,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1880.40,1,15.00,14.00,1278.40,Cash,8.00
24752,INV-0063392,2025-09-29,19:39,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1177.21,2,10.00,14.00,800.36,"Credit Card",8.80
24753,INV-0063393,2025-09-30,19:41,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1214.22,3,5.00,14.00,825.52,"Debit Card",5.00
24754,INV-0063394,2025-10-01,19:44,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1251.23,4,0.00,14.00,850.68,"Mobile Wallet",6.30
24755,INV-0063395,2025-10-02,19:46,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1288.24,5,0.00,14.00,875.84,Cash,7.60
24756,INV-0063396,2025-10-03,19:48,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1325.25,6,15.00,14.00,901.00,"Credit Card",8.90
24757,INV-0063397,2025-10-04,19:51,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1362.26,7,10.00,14.00,926.16,"Debit Card",5.10
24758,INV-0063398,2025-10-05,19:53,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1399.27,8,5.00,14.00,951.32,"Mobile Wallet",6.40
24759,INV-0063399,2025-10-06,19:55,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1436.28,9,0.00,14.00,976.48,Cash,7.70
24760,INV-0063400,2025-10-07,19:57,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1473.29,10,0.00,14.00,1001.64,"Credit Card",9.00
24761,INV-0063401,2025-10-08,20:00,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1510.30,1,15.00,14.00,1026.80,"Debit Card",5.20
24762,INV-0063382,2025-09-19,19:16,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,807.11,2,10.00,14.00,548.76,"Mobile Wallet",6.00
24763,INV-0063383,2025-09-20,19:19,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",844.12,3,5.00,14.00,573.92,Cash,7.30
24764,INV-0063384,2025-09-21,19:21,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,881.13,4,0.00,14.00,599.08,"Credit Card",8.60
24765,INV-0063385,2025-09-22,19:23,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,918.14,5,0.00,14.00,624.24,"Debit Card",9.90
24766,INV-0063386,2025-09-23,19:25,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",955.15,6,15.00,14.00,649.40,"Mobile Wallet",6.10
24767,INV-0063387,2025-09-24,19:28,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",992.16,7,10.00,14.00,674.56,Cash,7.40
24768,INV-0063388,2025-09-25,19:30,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1029.17,8,5.00,14.00,699.72,"Credit Card",8.70
24769,INV-0063389,2025-09-26,19:32,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1066.18,9,0.00,14.00,724.88,"Debit Card",10.00
24770,INV-0063390,2025-09-27,19:35,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1103.19,10,0.00,14.00,750.04,"Mobile Wallet",6.20
24771,INV-0063391,2025-09-28,19:37,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1140.20,1,15.00,14.00,775.20,Cash,7.50
24772,INV-0063372,2025-09-09,18:53,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,437.01,2,10.00,14.00,297.16,"Credit Card",8.30
24773,INV-0063373,2025-09-10,18:56,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",474.02,3,5.00,14.00,322.32,"Debit Card",9.60
24774,INV-0063374,2025-09-11,18:58,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",511.03,4,0.00,14.00,347.48,"Mobile Wallet",5.80
24775,INV-0063375,2025-09-12,19:00,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",548.04,5,0.00,14.00,372.64,Cash,7.10
24776,INV-0063376,2025-09-13,19:03,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,585.05,6,15.00,14.00,397.80,"Credit Card",8.40
24777,INV-0063377,2025-09-14,19:05,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",622.06,7,10.00,14.00,422.96,"Debit Card",9.70
24778,INV-0063378,2025-09-15,19:07,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",659.07,8,5.00,14.00,448.12,"Mobile Wallet",5.90
24779,INV-0063379,2025-09-16,19:09,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",696.08,9,0.00,14.00,473.28,Cash,7.20
24780,INV-0063380,2025-09-17,19:12,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,733.09,10,0.00,14.00,498.44,"Credit Card",8.50
24781,INV-0063381,2025-09-18,19:14,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",770.10,1,15.00,14.00,523.60,"Debit Card",9.80
24782,INV-0063562,2026-03-18,02:07,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1527.91,2,10.00,14.00,1038.36,"Mobile Wallet",5.40
24783,INV-0063563,2026-03-19,02:10,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1564.92,3,5.00,14.00,1063.52,Cash,6.70
24784,INV-0063564,2026-03-20,02:12,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1601.93,4,0.00,14.00,1088.68,"Credit Card",8.00
24785,INV-0063565,2026-03-21,02:14,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1638.94,5,0.00,14.00,1113.84,"Debit Card",9.30
24786,INV-0063566,2026-03-22,02:16,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1675.95,6,15.00,14.00,1139.00,"Mobile Wallet",5.50
24787,INV-0063567,2026-03-23,02:19,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1712.96,7,10.00,14.00,1164.16,Cash,6.80
24788,INV-0063568,2026-03-24,02:21,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1749.97,8,5.00,14.00,1189.32,"Credit Card",8.10
24789,INV-0063569,2026-03-25,02:23,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1786.98,9,0.00,14.00,1214.48,"Debit Card",9.40
24790,INV-0063570,2026-03-26,02:26,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1823.99,10,0.00,14.00,1239.64,"Mobile Wallet",5.60
24791,INV-0063571,2026-03-27,02:28,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1860.00,1,15.00,14.00,1264.80,Cash,6.90
24792,INV-0063552,2026-03-08,01:44,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1157.81,2,10.00,14.00,786.76,"Credit Card",7.70
24793,INV-0063553,2026-03-09,01:47,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1194.82,3,5.00,14.00,811.92,"Debit Card",9.00
24794,INV-0063554,2026-03-10,01:49,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1231.83,4,0.00,14.00,837.08,"Mobile Wallet",5.20
24795,INV-0063555,2026-03-11,01:51,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1268.84,5,0.00,14.00,862.24,Cash,6.50
24796,INV-0063556,2026-03-12,01:54,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1305.85,6,15.00,14.00,887.40,"Credit Card",7.80
24797,INV-0063557,2026-03-13,01:56,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1342.86,7,10.00,14.00,912.56,"Debit Card",9.10
24798,INV-0063558,2026-03-14,01:58,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1379.87,8,5.00,14.00,937.72,"Mobile Wallet",5.30
24799,INV-0063559,2026-03-15,02:00,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1416.88,9,0.00,14.00,962.88,Cash,6.60
24800,INV-0063560,2026-03-16,02:03,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1453.89,10,0.00,14.00,988.04,"Credit Card",7.90
24801,INV-0063561,2026-03-17,02:05,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1490.90,1,15.00,14.00,1013.20,"Debit Card",9.20
24802,INV-0063542,2026-02-26,01:22,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,787.71,2,10.00,14.00,535.16,"Mobile Wallet",10.00
24803,INV-0063543,2026-02-27,01:24,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",824.72,3,5.00,14.00,560.32,Cash,6.20
24804,INV-0063544,2026-02-28,01:26,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,861.73,4,0.00,14.00,585.48,"Credit Card",7.50
24805,INV-0063545,2026-03-01,01:28,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",898.74,5,0.00,14.00,610.64,"Debit Card",8.80
24806,INV-0063546,2026-03-02,01:31,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,935.75,6,15.00,14.00,635.80,"Mobile Wallet",5.00
24807,INV-0063547,2026-03-03,01:33,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,972.76,7,10.00,14.00,660.96,Cash,6.30
24808,INV-0063548,2026-03-04,01:35,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1009.77,8,5.00,14.00,686.12,"Credit Card",7.60
24809,INV-0063549,2026-03-05,01:38,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1046.78,9,0.00,14.00,711.28,"Debit Card",8.90
24810,INV-0063550,2026-03-06,01:40,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1083.79,10,0.00,14.00,736.44,"Mobile Wallet",5.10
24811,INV-0063551,2026-03-07,01:42,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1120.80,1,15.00,14.00,761.60,Cash,6.40
24812,INV-0063532,2026-02-16,00:59,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,417.61,2,10.00,14.00,283.56,"Credit Card",7.20
24813,INV-0063533,2026-02-17,01:01,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,454.62,3,5.00,14.00,308.72,"Debit Card",8.50
24814,INV-0063534,2026-02-18,01:03,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,491.63,4,0.00,14.00,333.88,"Mobile Wallet",9.80
24815,INV-0063535,2026-02-19,01:06,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",528.64,5,0.00,14.00,359.04,Cash,6.00
24816,INV-0063536,2026-02-20,01:08,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",565.65,6,15.00,14.00,384.20,"Credit Card",7.30
24817,INV-0063537,2026-02-21,01:10,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",602.66,7,10.00,14.00,409.36,"Debit Card",8.60
24818,INV-0063538,2026-02-22,01:12,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,639.67,8,5.00,14.00,434.52,"Mobile Wallet",9.90
24819,INV-0063539,2026-02-23,01:15,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",676.68,9,0.00,14.00,459.68,Cash,6.10
24820,INV-0063540,2026-02-24,01:17,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",713.69,10,0.00,14.00,484.84,"Credit Card",7.40
24821,INV-0063541,2026-02-25,01:19,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",750.70,1,15.00,14.00,510.00,"Debit Card",8.70
24822,INV-0063522,2026-02-06,00:36,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",47.51,2,10.00,14.00,31.96,"Mobile Wallet",9.50
24823,INV-0063523,2026-02-07,00:38,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",84.52,3,5.00,14.00,57.12,Cash,5.70
24824,INV-0063524,2026-02-08,00:41,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,121.53,4,0.00,14.00,82.28,"Credit Card",7.00
24825,INV-0063525,2026-02-09,00:43,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",158.54,5,0.00,14.00,107.44,"Debit Card",8.30
24826,INV-0063526,2026-02-10,00:45,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,195.55,6,15.00,14.00,132.60,"Mobile Wallet",9.60
24827,INV-0063527,2026-02-11,00:47,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",232.56,7,10.00,14.00,157.76,Cash,5.80
24828,INV-0063528,2026-02-12,00:50,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,269.57,8,5.00,14.00,182.92,"Credit Card",7.10
24829,INV-0063529,2026-02-13,00:52,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,306.58,9,0.00,14.00,208.08,"Debit Card",8.40
24830,INV-0063530,2026-02-14,00:54,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",343.59,10,0.00,14.00,233.24,"Mobile Wallet",9.70
24831,INV-0063531,2026-02-15,00:57,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",380.60,1,15.00,14.00,258.40,Cash,5.90
24832,INV-0063512,2026-01-27,00:13,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1657.41,2,10.00,14.00,1126.76,"Credit Card",6.70
24833,INV-0063513,2026-01-28,00:15,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1694.42,3,5.00,14.00,1151.92,"Debit Card",8.00
24834,INV-0063514,2026-01-29,00:18,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1731.43,4,0.00,14.00,1177.08,"Mobile Wallet",9.30
24835,INV-0063515,2026-01-30,00:20,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1768.44,5,0.00,14.00,1202.24,Cash,5.50
24836,INV-0063516,2026-01-31,00:22,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1805.45,6,15.00,14.00,1227.40,"Credit Card",6.80
24837,INV-0063517,2026-02-01,00:25,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1842.46,7,10.00,14.00,1252.56,"Debit Card",8.10
24838,INV-0063518,2026-02-02,00:27,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1879.47,8,5.00,14.00,1277.72,"Mobile Wallet",9.40
24839,INV-0063519,2026-02-03,00:29,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1916.48,9,0.00,14.00,1302.88,Cash,5.60
24840,INV-0063520,2026-02-04,00:31,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1953.49,10,0.00,14.00,1328.04,"Credit Card",6.90
24841,INV-0063521,2026-02-05,00:34,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1990.50,1,15.00,14.00,1353.20,"Debit Card",8.20
24842,INV-0063502,2026-01-17,23:50,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1287.31,2,10.00,14.00,875.16,"Mobile Wallet",9.00
24843,INV-0063503,2026-01-18,23:53,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1324.32,3,5.00,14.00,900.32,Cash,5.20
24844,INV-0063504,2026-01-19,23:55,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1361.33,4,0.00,14.00,925.48,"Credit Card",6.50
24845,INV-0063505,2026-01-20,23:57,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1398.34,5,0.00,14.00,950.64,"Debit Card",7.80
24846,INV-0063506,2026-01-21,23:59,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1435.35,6,15.00,14.00,975.80,"Mobile Wallet",9.10
24847,INV-0063507,2026-01-22,00:02,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1472.36,7,10.00,14.00,1000.96,Cash,5.30
24848,INV-0063508,2026-01-23,00:04,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1509.37,8,5.00,14.00,1026.12,"Credit Card",6.60
24849,INV-0063509,2026-01-24,00:06,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1546.38,9,0.00,14.00,1051.28,"Debit Card",7.90
24850,INV-0063510,2026-01-25,00:09,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1583.39,10,0.00,14.00,1076.44,"Mobile Wallet",9.20
24851,INV-0063511,2026-01-26,00:11,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1620.40,1,15.00,14.00,1101.60,Cash,5.40
24852,INV-0063492,2026-01-07,23:27,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,917.21,2,10.00,14.00,623.56,"Credit Card",6.20
24853,INV-0063493,2026-01-08,23:30,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,954.22,3,5.00,14.00,648.72,"Debit Card",7.50
24854,INV-0063494,2026-01-09,23:32,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",991.23,4,0.00,14.00,673.88,"Mobile Wallet",8.80
24855,INV-0063495,2026-01-10,23:34,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1028.24,5,0.00,14.00,699.04,Cash,5.00
24856,INV-0063496,2026-01-11,23:37,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1065.25,6,15.00,14.00,724.20,"Credit Card",6.30
24857,INV-0063497,2026-01-12,23:39,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1102.26,7,10.00,14.00,749.36,"Debit Card",7.60
24858,INV-0063498,2026-01-13,23:41,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1139.27,8,5.00,14.00,774.52,"Mobile Wallet",8.90
24859,INV-0063499,2026-01-14,23:43,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1176.28,9,0.00,14.00,799.68,Cash,5.10
24860,INV-0063500,2026-01-15,23:46,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1213.29,10,0.00,14.00,824.84,"Credit Card",6.40
24861,INV-0063501,2026-01-16,23:48,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1250.30,1,15.00,14.00,850.00,"Debit Card",7.70
24862,INV-0063482,2025-12-28,23:05,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",547.11,2,10.00,14.00,371.96,"Mobile Wallet",8.50
24863,INV-0063483,2025-12-29,23:07,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",584.12,3,5.00,14.00,397.12,Cash,9.80
24864,INV-0063484,2025-12-30,23:09,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,621.13,4,0.00,14.00,422.28,"Credit Card",6.00
24865,INV-0063485,2025-12-31,23:11,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",658.14,5,0.00,14.00,447.44,"Debit Card",7.30
24866,INV-0063486,2026-01-01,23:14,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",695.15,6,15.00,14.00,472.60,"Mobile Wallet",8.60
24867,INV-0063487,2026-01-02,23:16,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",732.16,7,10.00,14.00,497.76,Cash,9.90
24868,INV-0063488,2026-01-03,23:18,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,769.17,8,5.00,14.00,522.92,"Credit Card",6.10
24869,INV-0063489,2026-01-04,23:21,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",806.18,9,0.00,14.00,548.08,"Debit Card",7.40
24870,INV-0063490,2026-01-05,23:23,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,843.19,10,0.00,14.00,573.24,"Mobile Wallet",8.70
24871,INV-0063491,2026-01-06,23:25,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",880.20,1,15.00,14.00,598.40,Cash,10.00
24872,INV-0063472,2025-12-18,22:42,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,177.01,2,10.00,14.00,120.36,"Credit Card",5.70
24873,INV-0063473,2025-12-19,22:44,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",214.02,3,5.00,14.00,145.52,"Debit Card",7.00
24874,INV-0063474,2025-12-20,22:46,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,251.03,4,0.00,14.00,170.68,"Mobile Wallet",8.30
24875,INV-0063475,2025-12-21,22:49,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,288.04,5,0.00,14.00,195.84,Cash,9.60
